matrix,scaling_type,read_mode,mpi_ranks,omp_threads,status,spmv_total_p90_ms,spmv_comm_p90_ms,spmv_comp_p90_ms,gflops,dist_sum_mb,iter_sum_mb,nnz_min,nnz_avg,nnz_max
matrices/strong/af_shell9.mtx,strong,mpiio,32,2,OK,48.225,11.092,16.070,0.729446,268.384,178.950,549402,549650.59,549810
matrices/strong/af_shell9.mtx,strong,mpiio,32,4,OK,42.497,22.976,5.940,0.827774,268.384,178.950,549402,549650.59,549810
matrices/strong/af_shell9.mtx,strong,mpiio,64,2,OK,232.213,229.251,1.715,0.151488,268.383,220.937,274584,274824.38,274979
matrices/strong/af_shell9.mtx,strong,parallel,1,2,OK,18.590,0.000,18.589,1.892273,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,parallel,1,4,OK,18.960,0.001,18.958,1.855413,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,parallel,1,8,OK,19.170,0.001,19.169,1.835037,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,parallel,2,2,OK,17.502,0.956,16.176,2.009919,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,parallel,2,4,OK,17.999,0.977,16.654,1.954409,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,parallel,2,8,OK,18.681,0.951,17.348,1.883119,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,parallel,4,2,OK,16.402,1.933,12.954,2.144754,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,parallel,4,4,OK,16.610,1.936,13.099,2.117908,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,parallel,4,8,OK,17.168,1.898,13.694,2.049082,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,parallel,8,2,OK,24.411,4.443,12.303,1.441035,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,parallel,8,4,OK,24.403,4.385,12.434,1.441514,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,parallel,8,8,OK,24.855,4.560,12.571,1.415297,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,parallel,16,2,OK,54.992,11.418,11.170,0.639689,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,parallel,16,4,OK,54.986,11.238,13.101,0.639758,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,parallel,16,8,OK,31.898,16.560,6.223,1.102803,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,parallel,32,2,OK,51.687,7.505,27.887,0.680592,268.385,178.950,549405,549652.34,549810
matrices/strong/af_shell9.mtx,strong,parallel,32,4,OK,42.288,23.441,6.240,0.831869,268.385,178.950,549405,549652.34,549810
matrices/strong/af_shell9.mtx,strong,parallel,64,2,OK,48.164,32.925,14.200,0.730369,268.385,220.938,274585,274826.17,274980
matrices/strong/af_shell9.mtx,strong,root,1,2,OK,18.722,0.000,18.722,1.878947,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,root,1,4,OK,18.967,0.000,18.966,1.854714,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,root,1,8,OK,19.707,0.000,19.706,1.785063,268.385,0.000,17588875,17588875.00,17588875
matrices/strong/af_shell9.mtx,strong,root,2,2,OK,17.722,0.950,16.412,1.984962,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,root,2,4,OK,17.955,0.948,16.640,1.959210,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,root,2,8,OK,18.728,0.922,17.435,1.878397,268.385,7.703,8794265,8794437.50,8794610
matrices/strong/af_shell9.mtx,strong,root,4,2,OK,16.406,2.036,12.898,2.144193,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,root,4,4,OK,16.610,1.907,13.176,2.117817,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,root,4,8,OK,17.362,2.021,13.454,2.026093,268.385,23.110,4397070,4397218.75,4397540
matrices/strong/af_shell9.mtx,strong,root,8,2,OK,24.414,4.208,12.596,1.440909,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,root,8,4,OK,24.346,4.186,12.542,1.444888,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,root,8,8,OK,24.671,4.307,13.044,1.425870,268.385,53.924,2198395,2198609.38,2198820
matrices/strong/af_shell9.mtx,strong,root,16,2,OK,55.156,11.294,11.707,0.637781,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,root,16,4,OK,54.933,11.432,12.186,0.640377,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,root,16,8,OK,35.459,18.715,6.085,0.992074,268.385,115.174,1099060,1099304.69,1099560
matrices/strong/af_shell9.mtx,strong,root,32,2,OK,52.539,20.783,14.807,0.669551,268.385,178.950,549405,549652.34,549810
matrices/strong/af_shell9.mtx,strong,root,32,4,OK,43.576,24.583,5.924,0.807278,268.385,178.950,549405,549652.34,549810
matrices/strong/af_shell9.mtx,strong,root,64,2,OK,46.476,31.269,14.132,0.756899,268.385,220.938,274585,274826.17,274980
matrices/strong/thermal2.mtx,strong,mpiio,1,2,OK,17.119,0.001,17.118,1.002408,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,mpiio,1,4,OK,16.919,0.002,16.916,1.014287,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,mpiio,1,8,OK,17.440,0.001,17.438,0.983990,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,mpiio,2,2,OK,19.329,2.380,16.046,0.887825,130.925,18.590,4290058,4290155.50,4290253
matrices/strong/thermal2.mtx,strong,mpiio,2,4,OK,19.879,2.719,16.170,0.863260,130.925,18.590,4290058,4290155.50,4290253
matrices/strong/thermal2.mtx,strong,mpiio,2,8,OK,20.810,2.311,17.558,0.824619,130.925,18.590,4290058,4290155.50,4290253
matrices/strong/thermal2.mtx,strong,mpiio,4,2,OK,19.998,4.662,10.265,0.858134,130.925,49.171,2144682,2145076.75,2145379
matrices/strong/thermal2.mtx,strong,mpiio,4,4,OK,20.337,5.075,10.276,0.843818,130.925,49.171,2144682,2145076.75,2145379
matrices/strong/thermal2.mtx,strong,mpiio,4,8,OK,20.915,4.718,11.319,0.820511,130.925,49.171,2144682,2145076.75,2145379
matrices/strong/thermal2.mtx,strong,mpiio,8,2,OK,29.595,7.022,9.319,0.579841,130.925,78.332,1072140,1072537.50,1072878
matrices/strong/thermal2.mtx,strong,mpiio,8,4,OK,29.859,7.087,9.151,0.574725,130.925,78.332,1072140,1072537.50,1072878
matrices/strong/thermal2.mtx,strong,mpiio,8,8,OK,30.408,8.349,10.125,0.564347,130.925,78.332,1072140,1072537.50,1072878
matrices/strong/thermal2.mtx,strong,mpiio,16,2,OK,39.830,9.283,9.554,0.430843,130.925,95.634,535919,536267.88,536848
matrices/strong/thermal2.mtx,strong,mpiio,16,4,OK,39.952,9.843,9.513,0.429534,130.925,95.634,535919,536267.88,536848
matrices/strong/thermal2.mtx,strong,mpiio,16,8,OK,25.166,14.807,4.586,0.681888,130.925,95.634,535919,536267.88,536848
matrices/strong/thermal2.mtx,strong,mpiio,32,2,OK,29.341,6.994,17.143,0.584875,130.924,104.015,267737,268133.31,268488
matrices/strong/thermal2.mtx,strong,mpiio,32,4,OK,20.160,11.829,3.546,0.851198,130.924,104.015,267737,268133.31,268488
matrices/strong/thermal2.mtx,strong,mpiio,64,2,OK,239.046,235.580,2.113,0.071787,130.924,108.073,133796,134065.73,134390
matrices/strong/thermal2.mtx,strong,parallel,1,2,OK,16.407,0.001,16.405,1.045932,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,parallel,1,4,OK,16.171,0.001,16.170,1.061183,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,parallel,1,8,OK,16.797,0.001,16.796,1.021630,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,parallel,2,2,OK,19.459,2.830,15.692,0.881875,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,parallel,2,4,OK,19.829,2.629,16.120,0.865450,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,parallel,2,8,OK,20.835,2.590,17.313,0.823647,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,parallel,4,2,OK,19.993,4.796,10.170,0.858339,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,parallel,4,4,OK,20.270,4.752,10.354,0.846598,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,parallel,4,8,OK,20.972,4.594,11.402,0.818245,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,parallel,8,2,OK,29.306,7.320,9.121,0.585568,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,parallel,8,4,OK,29.686,6.567,9.477,0.578076,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,parallel,8,8,OK,29.894,7.305,9.603,0.574047,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,parallel,16,2,OK,39.448,9.638,9.520,0.435019,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,parallel,16,4,OK,39.554,9.247,9.585,0.433852,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,parallel,16,8,OK,25.030,14.010,4.711,0.685599,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,parallel,32,2,OK,29.002,6.773,17.881,0.591696,130.925,104.016,267739,268134.78,268491
matrices/strong/thermal2.mtx,strong,parallel,32,4,OK,20.196,12.033,3.773,0.849686,130.925,104.016,267739,268134.78,268491
matrices/strong/thermal2.mtx,strong,parallel,64,2,OK,224.933,222.961,1.382,0.076292,130.925,108.074,133797,134067.39,134391
matrices/strong/thermal2.mtx,strong,root,1,2,OK,16.175,0.001,16.173,1.060949,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,root,1,4,OK,16.201,0.001,16.199,1.059247,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,root,1,8,OK,16.884,0.002,16.882,1.016393,130.925,0.000,8580313,8580313.00,8580313
matrices/strong/thermal2.mtx,strong,root,2,2,OK,19.392,2.644,15.815,0.884911,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,root,2,4,OK,19.807,2.629,16.266,0.866398,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,root,2,8,OK,20.877,2.944,17.002,0.821992,130.925,18.590,4290060,4290156.50,4290253
matrices/strong/thermal2.mtx,strong,root,4,2,OK,20.207,4.782,10.131,0.849255,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,root,4,4,OK,20.179,4.734,10.423,0.850419,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,root,4,8,OK,20.908,4.856,11.096,0.820783,130.925,49.171,2144684,2145078.25,2145380
matrices/strong/thermal2.mtx,strong,root,8,2,OK,29.345,7.114,9.085,0.584783,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,root,8,4,OK,29.639,7.129,9.094,0.578979,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,root,8,8,OK,30.291,6.924,10.035,0.566524,130.925,78.333,1072141,1072539.12,1072881
matrices/strong/thermal2.mtx,strong,root,16,2,OK,39.512,9.882,9.524,0.434315,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,root,16,4,OK,39.574,9.513,9.545,0.433632,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,root,16,8,OK,25.622,15.335,4.849,0.669758,130.925,95.634,535921,536269.56,536849
matrices/strong/thermal2.mtx,strong,root,32,2,OK,28.982,6.595,18.013,0.592110,130.925,104.016,267739,268134.78,268491
matrices/strong/thermal2.mtx,strong,root,32,4,OK,20.543,12.210,3.987,0.835357,130.925,104.016,267739,268134.78,268491
matrices/strong/thermal2.mtx,strong,root,64,2,OK,25.453,9.224,14.683,0.674200,130.925,108.074,133797,134067.39,134391
matrices/strong/poisson.mtx,strong,mpiio,1,2,OK,0.449,0.000,0.449,1.570691,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,mpiio,1,4,OK,0.643,0.000,0.642,1.097619,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,mpiio,1,8,OK,0.993,0.000,0.993,0.710317,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,mpiio,2,2,OK,0.451,0.018,0.427,1.564872,5.383,0.206,176364,176380.50,176397
matrices/strong/poisson.mtx,strong,mpiio,2,4,OK,0.813,0.018,0.790,0.867538,5.383,0.206,176364,176380.50,176397
matrices/strong/poisson.mtx,strong,mpiio,2,8,OK,1.543,0.015,1.523,0.457156,5.383,0.206,176364,176380.50,176397
matrices/strong/poisson.mtx,strong,mpiio,4,2,OK,0.344,0.028,0.306,2.052120,5.383,0.615,88080,88189.75,88316
matrices/strong/poisson.mtx,strong,mpiio,4,4,OK,0.767,0.027,0.730,0.919278,5.383,0.615,88080,88189.75,88316
matrices/strong/poisson.mtx,strong,mpiio,4,8,OK,1.426,0.024,1.393,0.494760,5.383,0.615,88080,88189.75,88316
matrices/strong/poisson.mtx,strong,mpiio,8,2,OK,0.322,0.040,0.268,2.188701,5.383,1.348,43946,44094.38,44248
matrices/strong/poisson.mtx,strong,mpiio,8,4,OK,0.725,0.041,0.670,0.972756,5.383,1.348,43946,44094.38,44248
matrices/strong/poisson.mtx,strong,mpiio,8,8,OK,1.512,0.041,1.457,0.466665,5.383,1.348,43946,44094.38,44248
matrices/strong/poisson.mtx,strong,mpiio,16,2,OK,0.303,0.045,0.244,2.328132,5.382,2.340,21898,22046.69,22318
matrices/strong/poisson.mtx,strong,mpiio,16,4,OK,0.713,0.035,0.664,0.989651,5.382,2.340,21898,22046.69,22318
matrices/strong/poisson.mtx,strong,mpiio,16,8,OK,1.627,0.123,1.490,0.433498,5.382,2.340,21898,22046.69,22318
matrices/strong/poisson.mtx,strong,mpiio,32,2,OK,0.382,0.129,0.244,1.847023,5.382,3.321,10847,11022.88,11189
matrices/strong/poisson.mtx,strong,mpiio,32,4,OK,1.160,0.304,0.847,0.608333,5.382,3.321,10847,11022.88,11189
matrices/strong/poisson.mtx,strong,mpiio,64,2,OK,1.366,1.143,0.217,0.516526,5.382,4.083,5332,5510.94,5716
matrices/strong/poisson.mtx,strong,parallel,1,2,OK,0.447,0.000,0.447,1.578230,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,parallel,1,4,OK,0.613,0.000,0.613,1.150537,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,parallel,1,8,OK,0.975,0.000,0.975,0.723693,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,parallel,2,2,OK,0.469,0.015,0.449,1.503649,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,parallel,2,4,OK,0.802,0.015,0.782,0.879662,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,parallel,2,8,OK,1.508,0.015,1.488,0.467929,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,parallel,4,2,OK,0.349,0.033,0.306,2.022681,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,parallel,4,4,OK,0.711,0.024,0.678,0.991683,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,parallel,4,8,OK,1.434,0.024,1.401,0.492049,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,parallel,8,2,OK,0.301,0.034,0.253,2.346695,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,parallel,8,4,OK,0.658,0.038,0.607,1.072556,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,parallel,8,8,OK,1.384,0.035,1.336,0.509852,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,parallel,16,2,OK,0.302,0.051,0.237,2.339274,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,parallel,16,4,OK,0.718,0.049,0.654,0.982138,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,parallel,16,8,OK,1.628,0.119,1.494,0.433326,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,parallel,32,2,OK,0.386,0.130,0.248,1.826656,5.383,3.322,10848,11023.81,11192
matrices/strong/poisson.mtx,strong,parallel,32,4,OK,1.137,0.185,0.943,0.620374,5.383,3.322,10848,11023.81,11192
matrices/strong/poisson.mtx,strong,parallel,64,2,OK,1.369,1.145,0.219,0.515178,5.383,4.084,5332,5511.91,5718
matrices/strong/poisson.mtx,strong,root,1,2,OK,0.447,0.000,0.447,1.578230,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,root,1,4,OK,0.633,0.000,0.633,1.113731,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,root,1,8,OK,0.971,0.000,0.970,0.726893,5.383,0.000,352762,352762.00,352762
matrices/strong/poisson.mtx,strong,root,2,2,OK,0.451,0.015,0.431,1.564050,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,root,2,4,OK,0.802,0.017,0.780,0.879923,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,root,2,8,OK,1.550,0.015,1.531,0.455049,5.383,0.206,176364,176381.00,176398
matrices/strong/poisson.mtx,strong,root,4,2,OK,0.349,0.025,0.314,2.022681,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,root,4,4,OK,0.707,0.026,0.672,0.997365,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,root,4,8,OK,1.428,0.028,1.391,0.494185,5.383,0.615,88081,88190.50,88317
matrices/strong/poisson.mtx,strong,root,8,2,OK,0.298,0.034,0.251,2.367346,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,root,8,4,OK,0.658,0.039,0.606,1.072556,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,root,8,8,OK,1.385,0.027,1.345,0.509413,5.383,1.348,43948,44095.25,44248
matrices/strong/poisson.mtx,strong,root,16,2,OK,0.307,0.047,0.245,2.295719,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,root,16,4,OK,0.722,0.037,0.670,0.976950,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,root,16,8,OK,1.684,0.109,1.560,0.418910,5.383,2.340,21899,22047.62,22320
matrices/strong/poisson.mtx,strong,root,32,2,OK,12.705,0.090,12.606,0.055530,5.383,3.322,10848,11023.81,11192
matrices/strong/poisson.mtx,strong,root,32,4,OK,1.165,0.281,0.874,0.605769,5.383,3.322,10848,11023.81,11192
matrices/strong/poisson.mtx,strong,root,64,2,OK,205.219,204.855,0.332,0.003438,5.383,4.084,5332,5511.91,5718
matrices/strong/amazon0312.mtx,strong,mpiio,1,2,OK,8.443,0.000,8.442,0.758118,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,mpiio,1,4,OK,8.597,0.001,8.596,0.744516,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,mpiio,1,8,OK,8.856,0.001,8.855,0.722749,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,mpiio,2,2,OK,7.776,0.909,6.629,0.823206,48.835,5.426,1599149,1600219.50,1601290
matrices/strong/amazon0312.mtx,strong,mpiio,2,4,OK,8.146,0.772,7.147,0.785788,48.835,5.426,1599149,1600219.50,1601290
matrices/strong/amazon0312.mtx,strong,mpiio,2,8,OK,9.133,0.818,8.096,0.700844,48.835,5.426,1599149,1600219.50,1601290
matrices/strong/amazon0312.mtx,strong,mpiio,4,2,OK,5.777,1.241,3.962,1.107924,48.835,13.331,799019,800109.25,801025
matrices/strong/amazon0312.mtx,strong,mpiio,4,4,OK,6.226,1.242,4.265,1.028077,48.835,13.331,799019,800109.25,801025
matrices/strong/amazon0312.mtx,strong,mpiio,4,8,OK,6.962,1.239,5.098,0.919362,48.835,13.331,799019,800109.25,801025
matrices/strong/amazon0312.mtx,strong,mpiio,8,2,OK,6.551,2.203,3.121,0.977078,48.835,22.540,399178,400054.12,400685
matrices/strong/amazon0312.mtx,strong,mpiio,8,4,OK,6.815,2.041,3.493,0.939205,48.835,22.540,399178,400054.12,400685
matrices/strong/amazon0312.mtx,strong,mpiio,8,8,OK,7.341,2.072,4.015,0.871916,48.835,22.540,399178,400054.12,400685
matrices/strong/amazon0312.mtx,strong,mpiio,16,2,OK,7.757,3.031,3.027,0.825151,48.835,30.584,199549,200026.56,200526
matrices/strong/amazon0312.mtx,strong,mpiio,16,4,OK,7.949,2.977,3.307,0.805204,48.835,30.584,199549,200026.56,200526
matrices/strong/amazon0312.mtx,strong,mpiio,16,8,OK,6.421,3.458,2.472,0.996922,48.835,30.584,199549,200026.56,200526
matrices/strong/amazon0312.mtx,strong,mpiio,32,2,OK,15.423,1.330,13.818,0.415017,48.834,36.916,99501,100012.91,100553
matrices/strong/amazon0312.mtx,strong,mpiio,32,4,OK,6.428,4.016,1.629,0.995846,48.834,36.916,99501,100012.91,100553
matrices/strong/amazon0312.mtx,strong,mpiio,64,2,OK,17.612,3.333,14.047,0.363442,48.834,41.444,49603,50005.95,50538
matrices/strong/amazon0312.mtx,strong,parallel,1,2,OK,8.019,0.000,8.018,0.798217,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,parallel,1,4,OK,8.255,0.000,8.255,0.775371,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,parallel,1,8,OK,8.602,0.000,8.601,0.744124,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,parallel,2,2,OK,7.490,0.631,6.639,0.854599,48.835,5.426,1599149,1600220.00,1601291
matrices/strong/amazon0312.mtx,strong,parallel,2,4,OK,7.899,0.649,7.034,0.810336,48.835,5.426,1599149,1600220.00,1601291
matrices/strong/amazon0312.mtx,strong,parallel,2,8,OK,8.805,0.702,7.879,0.726976,48.835,5.426,1599149,1600220.00,1601291
matrices/strong/amazon0312.mtx,strong,parallel,4,2,OK,5.808,1.230,3.969,1.102149,48.835,13.331,799021,800110.00,801026
matrices/strong/amazon0312.mtx,strong,parallel,4,4,OK,6.143,1.248,4.269,1.042045,48.835,13.331,799021,800110.00,801026
matrices/strong/amazon0312.mtx,strong,parallel,4,8,OK,6.768,1.269,4.885,0.945791,48.835,13.331,799021,800110.00,801026
matrices/strong/amazon0312.mtx,strong,parallel,8,2,OK,6.493,2.132,3.111,0.985762,48.835,22.540,399179,400055.00,400685
matrices/strong/amazon0312.mtx,strong,parallel,8,4,OK,6.763,2.082,3.376,0.946425,48.835,22.540,399179,400055.00,400685
matrices/strong/amazon0312.mtx,strong,parallel,8,8,OK,7.246,2.085,3.968,0.883365,48.835,22.540,399179,400055.00,400685
matrices/strong/amazon0312.mtx,strong,parallel,16,2,OK,7.746,2.890,2.986,0.826323,48.835,30.584,199550,200027.50,200527
matrices/strong/amazon0312.mtx,strong,parallel,16,4,OK,7.966,3.020,3.269,0.803569,48.835,30.584,199550,200027.50,200527
matrices/strong/amazon0312.mtx,strong,parallel,16,8,OK,6.519,3.416,2.508,0.981869,48.835,30.584,199550,200027.50,200527
matrices/strong/amazon0312.mtx,strong,parallel,32,2,OK,15.989,1.629,13.814,0.400323,48.835,36.916,99501,100013.75,100557
matrices/strong/amazon0312.mtx,strong,parallel,32,4,OK,6.416,4.369,1.365,0.997594,48.835,36.916,99501,100013.75,100557
matrices/strong/amazon0312.mtx,strong,parallel,64,2,OK,14.444,1.161,13.001,0.443163,48.835,41.444,49603,50006.88,50540
matrices/strong/amazon0312.mtx,strong,root,1,2,OK,8.224,0.001,8.223,0.778271,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,root,1,4,OK,8.336,0.001,8.334,0.767876,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,root,1,8,OK,8.631,0.000,8.630,0.741616,48.835,0.000,3200440,3200440.00,3200440
matrices/strong/amazon0312.mtx,strong,root,2,2,OK,7.539,0.711,6.606,0.849032,48.835,5.426,1599149,1600220.00,1601291
matrices/strong/amazon0312.mtx,strong,root,2,4,OK,8.119,0.662,7.230,0.788419,48.835,5.426,1599149,1600220.00,1601291
matrices/strong/amazon0312.mtx,strong,root,2,8,OK,8.760,0.694,7.842,0.730676,48.835,5.426,1599149,1600220.00,1601291
