matrix;approach;variant;threads;schedule;chunk;block_rows;p90_ms;gflops;bandwidth
TSOPF_FS_b39_c7.mtx;parallel(omp+csr);loop;32;guided;4;0;9.897064;0.074487;0.744865
TSOPF_FS_b39_c7.mtx;parallel(omp+csr);loop;32;guided;8;0;0.154583;4.768953;47.689528
TSOPF_FS_b39_c7.mtx;parallel(omp+csr);loop;32;guided;16;0;10.295192;0.071606;0.716060
TSOPF_FS_b39_c7.mtx;parallel(omp+csr);loop;32;guided;32;0;9.942455;0.074146;0.741465
bratu3d.mtx;parallel(omp+csr);loop;1;static;0;0;0.103556;1.711679;17.116792
bratu3d.mtx;parallel(omp+csr);loop;1;static;1;0;0.110781;1.600042;16.000423
bratu3d.mtx;parallel(omp+csr);loop;1;static;4;0;0.110328;1.606607;16.066065
bratu3d.mtx;parallel(omp+csr);loop;1;static;8;0;0.104416;1.697572;16.975725
bratu3d.mtx;parallel(omp+csr);loop;1;static;16;0;0.102196;1.734453;17.344533
bratu3d.mtx;parallel(omp+csr);loop;1;static;32;0;0.106169;1.669547;16.695471
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;0;0;0.542708;0.326610;3.266104
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;1;0;0.544235;0.325694;3.256938
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;4;0;0.209814;0.844815;8.448152
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;8;0;0.172814;1.025690;10.256903
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;16;0;0.147792;1.199351;11.993511
bratu3d.mtx;parallel(omp+csr);loop;1;dynamic;32;0;0.125768;1.409377;14.093766
bratu3d.mtx;parallel(omp+csr);loop;1;guided;0;0;0.112247;1.579146;15.791463
bratu3d.mtx;parallel(omp+csr);loop;1;guided;1;0;0.102982;1.721215;17.212147
bratu3d.mtx;parallel(omp+csr);loop;1;guided;4;0;0.104137;1.702127;17.021270
bratu3d.mtx;parallel(omp+csr);loop;1;guided;8;0;0.109954;1.612077;16.120770
bratu3d.mtx;parallel(omp+csr);loop;1;guided;16;0;0.101868;1.740035;17.400350
bratu3d.mtx;parallel(omp+csr);loop;1;guided;32;0;0.110716;1.600984;16.009845
bratu3d.mtx;parallel(omp+csr);loop;2;static;0;0;0.084922;2.087263;20.872635
bratu3d.mtx;parallel(omp+csr);loop;2;static;1;0;0.315180;0.562390;5.623897
bratu3d.mtx;parallel(omp+csr);loop;2;static;4;0;0.148680;1.192184;11.921841
bratu3d.mtx;parallel(omp+csr);loop;2;static;8;0;0.113972;1.555248;15.552480
bratu3d.mtx;parallel(omp+csr);loop;2;static;16;0;0.085801;2.065876;20.658761
bratu3d.mtx;parallel(omp+csr);loop;2;static;32;0;0.071410;2.482198;24.821983
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;0;0;1.928732;0.091902;0.919018
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;1;0;1.848523;0.095890;0.958896
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;4;0;0.478739;0.370252;3.702519
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;8;0;0.251595;0.704521;7.045213
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;16;0;0.159519;1.111179;11.111794
bratu3d.mtx;parallel(omp+csr);loop;2;dynamic;32;0;0.108657;1.631311;16.313108
bratu3d.mtx;parallel(omp+csr);loop;2;guided;0;0;0.070736;2.505859;25.058594
bratu3d.mtx;parallel(omp+csr);loop;2;guided;1;0;0.065612;2.701562;27.015619
bratu3d.mtx;parallel(omp+csr);loop;2;guided;4;0;0.064882;2.731964;27.319644
bratu3d.mtx;parallel(omp+csr);loop;2;guided;8;0;0.068169;2.600211;26.002108
bratu3d.mtx;parallel(omp+csr);loop;2;guided;16;0;0.060581;2.925917;29.259168
bratu3d.mtx;parallel(omp+csr);loop;2;guided;32;0;0.065118;2.722040;27.220399
bratu3d.mtx;parallel(omp+csr);loop;4;static;0;0;0.098508;1.799390;17.993896
bratu3d.mtx;parallel(omp+csr);loop;4;static;1;0;0.186499;0.950428;9.504276
bratu3d.mtx;parallel(omp+csr);loop;4;static;4;0;0.149610;1.184778;11.847775
bratu3d.mtx;parallel(omp+csr);loop;4;static;8;0;0.079393;2.232604;22.326041
bratu3d.mtx;parallel(omp+csr);loop;4;static;16;0;0.054937;3.226504;32.265043
bratu3d.mtx;parallel(omp+csr);loop;4;static;32;0;0.039313;4.508790;45.087898
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;0;0;1.594193;0.111187;1.111873
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;1;0;1.509015;0.117463;1.174634
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;4;0;0.408331;0.434094;4.340940
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;8;0;0.424499;0.417561;4.175608
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;16;0;0.124179;1.427409;14.274092
bratu3d.mtx;parallel(omp+csr);loop;4;dynamic;32;0;0.092218;1.922126;19.221256
bratu3d.mtx;parallel(omp+csr);loop;4;guided;0;0;0.043722;4.054127;40.541267
bratu3d.mtx;parallel(omp+csr);loop;4;guided;1;0;0.068678;2.580958;25.809584
bratu3d.mtx;parallel(omp+csr);loop;4;guided;4;0;0.037314;4.750288;47.502879
bratu3d.mtx;parallel(omp+csr);loop;4;guided;8;0;0.036299;4.883134;48.831341
bratu3d.mtx;parallel(omp+csr);loop;4;guided;16;0;0.041367;4.284863;42.848627
bratu3d.mtx;parallel(omp+csr);loop;4;guided;32;0;0.038136;4.647969;46.479690
bratu3d.mtx;parallel(omp+csr);loop;8;static;0;0;0.060124;2.948125;29.481247
bratu3d.mtx;parallel(omp+csr);loop;8;static;1;0;0.382790;0.463058;4.630577
bratu3d.mtx;parallel(omp+csr);loop;8;static;4;0;0.196088;0.903951;9.039508
bratu3d.mtx;parallel(omp+csr);loop;8;static;8;0;0.140499;1.261600;12.616004
bratu3d.mtx;parallel(omp+csr);loop;8;static;16;0;0.103120;1.718914;17.189140
bratu3d.mtx;parallel(omp+csr);loop;8;static;32;0;0.063358;2.797663;27.976633
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;0;0;2.819372;0.062870;0.628700
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;1;0;2.823761;0.062772;0.627723
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;4;0;0.848711;0.208851;2.088509
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;8;0;0.449078;0.394706;3.947063
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;16;0;0.256931;0.689888;6.898884
bratu3d.mtx;parallel(omp+csr);loop;8;dynamic;32;0;0.143053;1.239079;12.390791
bratu3d.mtx;parallel(omp+csr);loop;8;guided;0;0;0.059798;2.964195;29.641950
bratu3d.mtx;parallel(omp+csr);loop;8;guided;1;0;0.051927;3.413535;34.135346
bratu3d.mtx;parallel(omp+csr);loop;8;guided;4;0;0.047827;3.706138;37.061384
bratu3d.mtx;parallel(omp+csr);loop;8;guided;8;0;0.054317;3.263349;32.633489
bratu3d.mtx;parallel(omp+csr);loop;8;guided;16;0;0.064630;2.742594;27.425937
bratu3d.mtx;parallel(omp+csr);loop;8;guided;32;0;0.050098;3.538166;35.381661
bratu3d.mtx;parallel(omp+csr);loop;16;static;0;0;0.037048;4.784440;47.844403
bratu3d.mtx;parallel(omp+csr);loop;16;static;1;0;0.546863;0.324129;3.241285
bratu3d.mtx;parallel(omp+csr);loop;16;static;4;0;0.110744;1.600581;16.005806
bratu3d.mtx;parallel(omp+csr);loop;16;static;8;0;0.077982;2.273026;22.730262
bratu3d.mtx;parallel(omp+csr);loop;16;static;16;0;0.070555;2.512276;25.122764
bratu3d.mtx;parallel(omp+csr);loop;16;static;32;0;0.049543;3.577807;35.778072
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;0;0;2.576409;0.068799;0.687989
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;1;0;2.392255;0.074095;0.740950
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;4;0;0.638338;0.277681;2.776806
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;8;0;0.382164;0.463816;4.638160
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;16;0;0.195127;0.908403;9.084033
bratu3d.mtx;parallel(omp+csr);loop;16;dynamic;32;0;0.108371;1.635629;16.356288
bratu3d.mtx;parallel(omp+csr);loop;16;guided;0;0;0.068529;2.586571;25.865705
bratu3d.mtx;parallel(omp+csr);loop;16;guided;1;0;0.066698;2.657577;26.575770
bratu3d.mtx;parallel(omp+csr);loop;16;guided;4;0;0.055941;3.168598;31.685984
bratu3d.mtx;parallel(omp+csr);loop;16;guided;8;0;0.056369;3.144517;31.445170
bratu3d.mtx;parallel(omp+csr);loop;16;guided;16;0;0.051126;3.467011;34.670110
bratu3d.mtx;parallel(omp+csr);loop;16;guided;32;0;0.049340;3.592530;35.925296
bratu3d.mtx;parallel(omp+csr);loop;32;static;0;0;0.029469;6.014950;60.149495
bratu3d.mtx;parallel(omp+csr);loop;32;static;1;0;0.269182;0.658491;6.584912
bratu3d.mtx;parallel(omp+csr);loop;32;static;4;0;10.009674;0.017708;0.177083
bratu3d.mtx;parallel(omp+csr);loop;32;static;8;0;15.250776;0.011623;0.116226
bratu3d.mtx;parallel(omp+csr);loop;32;static;16;0;11.823013;0.014992;0.149923
bratu3d.mtx;parallel(omp+csr);loop;32;static;32;0;10.875050;0.016299;0.162991
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;0;0;12.625355;0.014040;0.140395
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;1;0;12.012009;0.014756;0.147564
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;4;0;14.771504;0.012000;0.119997
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;8;0;9.980183;0.017761;0.177606
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;16;0;10.139601;0.017481;0.174814
bratu3d.mtx;parallel(omp+csr);loop;32;dynamic;32;0;14.095252;0.012575;0.125754
bratu3d.mtx;parallel(omp+csr);loop;32;guided;0;0;9.571506;0.018519;0.185189
bratu3d.mtx;parallel(omp+csr);loop;32;guided;1;0;10.001436;0.017723;0.177229
bratu3d.mtx;parallel(omp+csr);loop;32;guided;4;0;14.466234;0.012253;0.122529
bratu3d.mtx;parallel(omp+csr);loop;32;guided;8;0;9.638188;0.018391;0.183908
bratu3d.mtx;parallel(omp+csr);loop;32;guided;16;0;0.135353;1.309570;13.095699
bratu3d.mtx;parallel(omp+csr);loop;32;guided;32;0;9.912252;0.017882;0.178823
1138_bus.mtx;blocked;;1;static;0;32;0.009794;0.530132;5.301319
1138_bus.mtx;blocked;;1;static;0;64;0.009418;0.551312;5.513121
1138_bus.mtx;blocked;;1;static;0;128;0.008814;0.589060;5.890604
1138_bus.mtx;blocked;;1;static;0;256;0.008877;0.584858;5.848581
1138_bus.mtx;blocked;;1;static;1;32;0.009660;0.537492;5.374921
1138_bus.mtx;blocked;;1;static;1;64;0.009099;0.570611;5.706108
1138_bus.mtx;blocked;;1;static;1;128;0.009088;0.571313;5.713125
1138_bus.mtx;blocked;;1;static;1;256;0.009056;0.573310;5.733101
1138_bus.mtx;blocked;;1;static;4;32;0.009505;0.546234;5.462343
1138_bus.mtx;blocked;;1;static;4;64;0.008883;0.584490;5.844902
1138_bus.mtx;blocked;;1;static;4;128;0.008913;0.582536;5.825358
1138_bus.mtx;blocked;;1;static;4;256;0.008883;0.584490;5.844902
1138_bus.mtx;blocked;;1;static;8;32;0.008663;0.599319;5.993192
1138_bus.mtx;blocked;;1;static;8;64;0.009300;0.558268;5.582683
1138_bus.mtx;blocked;;1;static;8;128;0.009079;0.571899;5.718986
1138_bus.mtx;blocked;;1;static;8;256;0.008970;0.578786;5.787861
1138_bus.mtx;blocked;;1;static;16;32;0.009596;0.541039;5.410392
1138_bus.mtx;blocked;;1;static;16;64;0.009110;0.569911;5.699108
1138_bus.mtx;blocked;;1;static;16;128;0.009477;0.547845;5.478447
1138_bus.mtx;blocked;;1;static;16;256;0.008546;0.607549;6.075488
1138_bus.mtx;blocked;;1;static;32;32;0.009086;0.571430;5.714296
1138_bus.mtx;blocked;;1;static;32;64;0.009155;0.567128;5.671279
1138_bus.mtx;blocked;;1;static;32;128;0.008909;0.582779;5.827794
1138_bus.mtx;blocked;;1;static;32;256;0.008726;0.594970;5.949699
1138_bus.mtx;blocked;;1;dynamic;0;32;0.015214;0.341263;3.412627
1138_bus.mtx;blocked;;1;dynamic;0;64;0.009308;0.557821;5.578214
1138_bus.mtx;blocked;;1;dynamic;0;128;0.009116;0.569561;5.695615
1138_bus.mtx;blocked;;1;dynamic;0;256;0.008652;0.600093;6.000934
1138_bus.mtx;blocked;;1;dynamic;1;32;0.009464;0.548599;5.485994
1138_bus.mtx;blocked;;1;dynamic;1;64;0.008583;0.604912;6.049118
1138_bus.mtx;blocked;;1;dynamic;1;128;0.013921;0.372951;3.729507
1138_bus.mtx;blocked;;1;dynamic;1;256;0.011398;0.455537;4.555375
1138_bus.mtx;blocked;;1;dynamic;4;32;0.009112;0.569794;5.697943
1138_bus.mtx;blocked;;1;dynamic;4;64;0.009473;0.548060;5.480601
1138_bus.mtx;blocked;;1;dynamic;4;128;0.009222;0.563004;5.630042
1138_bus.mtx;blocked;;1;dynamic;4;256;0.008728;0.594843;5.948429
1138_bus.mtx;blocked;;1;dynamic;8;32;0.009259;0.560739;5.607390
1138_bus.mtx;blocked;;1;dynamic;8;64;0.009520;0.545379;5.453793
1138_bus.mtx;blocked;;1;dynamic;8;128;0.009459;0.548924;5.489235
1138_bus.mtx;blocked;;1;dynamic;8;256;0.009282;0.559389;5.593887
1138_bus.mtx;blocked;;1;dynamic;16;32;0.025973;0.199902;1.999020
1138_bus.mtx;blocked;;1;dynamic;16;64;0.013242;0.392099;3.920993
1138_bus.mtx;blocked;;1;dynamic;16;128;0.008982;0.578066;5.780659
1138_bus.mtx;blocked;;1;dynamic;16;256;0.009147;0.567590;5.675899
1138_bus.mtx;blocked;;1;dynamic;32;32;0.009509;0.546020;5.460203
1138_bus.mtx;blocked;;1;dynamic;32;64;0.008915;0.582414;5.824141
1138_bus.mtx;blocked;;1;dynamic;32;128;0.011044;0.470136;4.701356
1138_bus.mtx;blocked;;1;dynamic;32;256;0.008879;0.584735;5.847354
1138_bus.mtx;blocked;;1;guided;0;32;0.009213;0.563573;5.635733
1138_bus.mtx;blocked;;1;guided;0;64;0.010762;0.482422;4.824219
1138_bus.mtx;blocked;;1;guided;0;128;0.008555;0.606887;6.068874
1138_bus.mtx;blocked;;1;guided;0;256;0.008941;0.580715;5.807154
1138_bus.mtx;blocked;;1;guided;1;32;0.009110;0.569911;5.699108
1138_bus.mtx;blocked;;1;guided;1;64;0.008449;0.614514;6.145136
1138_bus.mtx;blocked;;1;guided;1;128;0.008496;0.611145;6.111453
1138_bus.mtx;blocked;;1;guided;1;256;0.023426;0.221629;2.216295
1138_bus.mtx;blocked;;1;guided;4;32;0.008926;0.581685;5.816848
1138_bus.mtx;blocked;;1;guided;4;64;0.009082;0.571664;5.716640
1138_bus.mtx;blocked;;1;guided;4;128;0.009000;0.576870;5.768696
1138_bus.mtx;blocked;;1;guided;4;256;0.008883;0.584490;5.844902
1138_bus.mtx;blocked;;1;guided;8;32;0.009602;0.540724;5.407243
1138_bus.mtx;blocked;;1;guided;8;64;0.009576;0.542197;5.421968
1138_bus.mtx;blocked;;1;guided;8;128;0.009438;0.550115;5.501152
1138_bus.mtx;blocked;;1;guided;8;256;0.009190;0.564944;5.649440
1138_bus.mtx;blocked;;1;guided;16;32;0.009982;0.520141;5.201407
1138_bus.mtx;blocked;;1;guided;16;64;0.008842;0.587199;5.871990
1138_bus.mtx;blocked;;1;guided;16;128;0.008490;0.611548;6.115476
1138_bus.mtx;blocked;;1;guided;16;256;0.009289;0.558940;5.589400
1138_bus.mtx;blocked;;1;guided;32;32;0.009332;0.556374;5.563740
1138_bus.mtx;blocked;;1;guided;32;64;0.008784;0.591059;5.910589
1138_bus.mtx;blocked;;1;guided;32;128;0.008825;0.588314;5.883144
1138_bus.mtx;blocked;;1;guided;32;256;0.008591;0.604387;6.043872
1138_bus.mtx;blocked;;2;static;0;32;0.006704;0.774502;7.745023
1138_bus.mtx;blocked;;2;static;0;64;0.007337;0.707650;7.076501
1138_bus.mtx;blocked;;2;static;0;128;0.007287;0.712534;7.125342
1138_bus.mtx;blocked;;2;static;0;256;0.007780;0.667329;6.673291
1138_bus.mtx;blocked;;2;static;1;32;0.008067;0.643601;6.436005
1138_bus.mtx;blocked;;2;static;1;64;0.007708;0.673619;6.736186
1138_bus.mtx;blocked;;2;static;1;128;0.007324;0.708910;7.089099
1138_bus.mtx;blocked;;2;static;1;256;0.008123;0.639173;6.391731
1138_bus.mtx;blocked;;2;static;4;32;0.007857;0.660843;6.608425
1138_bus.mtx;blocked;;2;static;4;64;0.007872;0.659592;6.595915
1138_bus.mtx;blocked;;2;static;4;128;0.007564;0.686391;6.863910
1138_bus.mtx;blocked;;2;static;4;256;0.010464;0.496161;4.961612
1138_bus.mtx;blocked;;2;static;8;32;0.007834;0.662728;6.627280
1138_bus.mtx;blocked;;2;static;8;64;0.016117;0.322135;3.221350
1138_bus.mtx;blocked;;2;static;8;128;0.020044;0.259031;2.590311
1138_bus.mtx;blocked;;2;static;8;256;0.010312;0.503510;5.035104
1138_bus.mtx;blocked;;2;static;16;32;0.007026;0.738980;7.389803
1138_bus.mtx;blocked;;2;static;16;64;0.009423;0.550985;5.509851
1138_bus.mtx;blocked;;2;static;16;128;0.010241;0.506991;5.069905
1138_bus.mtx;blocked;;2;static;16;256;0.010088;0.514667;5.146665
1138_bus.mtx;blocked;;2;static;32;32;0.009615;0.539991;5.399910
1138_bus.mtx;blocked;;2;static;32;64;0.010496;0.494664;4.946644
1138_bus.mtx;blocked;;2;static;32;128;0.010269;0.505611;5.056111
1138_bus.mtx;blocked;;2;static;32;256;0.010064;0.515905;5.159048
1138_bus.mtx;blocked;;2;dynamic;0;32;0.009365;0.554382;5.543822
1138_bus.mtx;blocked;;2;dynamic;0;64;0.008086;0.642118;6.421179
1138_bus.mtx;blocked;;2;dynamic;0;128;0.007814;0.664466;6.644657
1138_bus.mtx;blocked;;2;dynamic;0;256;0.006832;0.759933;7.599329
1138_bus.mtx;blocked;;2;dynamic;1;32;0.009049;0.573782;5.737822
1138_bus.mtx;blocked;;2;dynamic;1;64;0.007801;0.665576;6.655764
1138_bus.mtx;blocked;;2;dynamic;1;128;0.007136;0.727600;7.275995
1138_bus.mtx;blocked;;2;dynamic;1;256;0.008622;0.602168;6.021676
1138_bus.mtx;blocked;;2;dynamic;4;32;0.007970;0.651422;6.514218
1138_bus.mtx;blocked;;2;dynamic;4;64;0.012094;0.429298;4.292983
1138_bus.mtx;blocked;;2;dynamic;4;128;0.008129;0.638734;6.387337
1138_bus.mtx;blocked;;2;dynamic;4;256;0.011723;0.442872;4.428716
1138_bus.mtx;blocked;;2;dynamic;8;32;0.008311;0.624705;6.247050
1138_bus.mtx;blocked;;2;dynamic;8;64;0.007341;0.707291;7.072910
1138_bus.mtx;blocked;;2;dynamic;8;128;0.010479;0.495456;4.954557
1138_bus.mtx;blocked;;2;dynamic;8;256;0.010027;0.517822;5.178216
1138_bus.mtx;blocked;;2;dynamic;16;32;0.007715;0.672968;6.729681
1138_bus.mtx;blocked;;2;dynamic;16;64;0.009580;0.541986;5.419860
1138_bus.mtx;blocked;;2;dynamic;16;128;0.010520;0.493526;4.935258
1138_bus.mtx;blocked;;2;dynamic;16;256;0.010684;0.485954;4.859543
1138_bus.mtx;blocked;;2;dynamic;32;32;0.009816;0.528925;5.289248
1138_bus.mtx;blocked;;2;dynamic;32;64;0.013418;0.386929;3.869286
1138_bus.mtx;blocked;;2;dynamic;32;128;0.012476;0.416159;4.161591
1138_bus.mtx;blocked;;2;dynamic;32;256;0.010803;0.480592;4.805920
1138_bus.mtx;blocked;;2;guided;0;32;0.007737;0.671024;6.710240
1138_bus.mtx;blocked;;2;guided;0;64;0.006940;0.748104;7.481035
1138_bus.mtx;blocked;;2;guided;0;128;0.007650;0.678703;6.787031
1138_bus.mtx;blocked;;2;guided;0;256;0.009174;0.565976;5.659764
1138_bus.mtx;blocked;;2;guided;1;32;0.007970;0.651422;6.514218
1138_bus.mtx;blocked;;2;guided;1;64;0.008229;0.630927;6.309266
1138_bus.mtx;blocked;;2;guided;1;128;0.007937;0.654174;6.541736
1138_bus.mtx;blocked;;2;guided;1;256;0.007641;0.679530;6.795304
1138_bus.mtx;blocked;;2;guided;4;32;0.007590;0.684033;6.840328
1138_bus.mtx;blocked;;2;guided;4;64;0.007292;0.711988;7.119882
1138_bus.mtx;blocked;;2;guided;4;128;0.007914;0.656021;6.560211
1138_bus.mtx;blocked;;2;guided;4;256;0.009786;0.530536;5.305355
1138_bus.mtx;blocked;;2;guided;8;32;0.008086;0.642118;6.421179
1138_bus.mtx;blocked;;2;guided;8;64;0.012519;0.414735;4.147350
1138_bus.mtx;blocked;;2;guided;8;128;0.009391;0.552843;5.528429
1138_bus.mtx;blocked;;2;guided;8;256;0.010051;0.516574;5.165741
1138_bus.mtx;blocked;;2;guided;16;32;0.007685;0.675578;6.755777
1138_bus.mtx;blocked;;2;guided;16;64;0.009280;0.559501;5.595010
1138_bus.mtx;blocked;;2;guided;16;128;0.010960;0.473731;4.737311
1138_bus.mtx;blocked;;2;guided;16;256;0.016807;0.308925;3.089254
1138_bus.mtx;blocked;;2;guided;32;32;0.018405;0.282100;2.821004
1138_bus.mtx;blocked;;2;guided;32;64;0.011547;0.449659;4.496586
1138_bus.mtx;blocked;;2;guided;32;128;0.010593;0.490141;4.901413
1138_bus.mtx;blocked;;2;guided;32;256;0.032347;0.160511;1.605110
1138_bus.mtx;blocked;;4;static;0;32;0.006221;0.834561;8.345610
1138_bus.mtx;blocked;;4;static;0;64;0.011597;0.447709;4.477086
1138_bus.mtx;blocked;;4;static;0;128;0.010464;0.496161;4.961612
1138_bus.mtx;blocked;;4;static;0;256;0.012746;0.407341;4.073409
1138_bus.mtx;blocked;;4;static;1;32;0.014547;0.356906;3.569057
1138_bus.mtx;blocked;;4;static;1;64;0.012485;0.415849;4.158487
1138_bus.mtx;blocked;;4;static;1;128;0.011280;0.460276;4.602764
1138_bus.mtx;blocked;;4;static;1;256;0.025317;0.205079;2.050790
1138_bus.mtx;blocked;;4;static;4;32;0.018870;0.275139;2.751391
1138_bus.mtx;blocked;;4;static;4;64;0.031114;0.166872;1.668722
1138_bus.mtx;blocked;;4;static;4;128;0.017168;0.302423;3.024231
1138_bus.mtx;blocked;;4;static;4;256;0.015069;0.344553;3.445530
1138_bus.mtx;blocked;;4;static;8;32;0.017099;0.303642;3.036420
1138_bus.mtx;blocked;;4;static;8;64;0.017615;0.294748;2.947482
1138_bus.mtx;blocked;;4;static;8;128;0.010358;0.501247;5.012469
1138_bus.mtx;blocked;;4;static;8;256;0.031728;0.163639;1.636394
1138_bus.mtx;blocked;;4;static;16;32;0.017857;0.290751;2.907514
1138_bus.mtx;blocked;;4;static;16;64;0.018269;0.284200;2.842000
1138_bus.mtx;blocked;;4;static;16;128;0.015454;0.335957;3.359568
1138_bus.mtx;blocked;;4;static;16;256;0.014303;0.362994;3.629944
1138_bus.mtx;blocked;;4;static;32;32;0.016304;0.318455;3.184547
1138_bus.mtx;blocked;;4;static;32;64;0.016417;0.316251;3.162507
1138_bus.mtx;blocked;;4;static;32;128;0.021821;0.237937;2.379372
1138_bus.mtx;blocked;;4;static;32;256;0.011381;0.456208;4.562085
1138_bus.mtx;blocked;;4;dynamic;0;32;0.023333;0.222514;2.225141
1138_bus.mtx;blocked;;4;dynamic;0;64;0.025600;0.202811;2.028110
1138_bus.mtx;blocked;;4;dynamic;0;128;0.017870;0.290539;2.905393
1138_bus.mtx;blocked;;4;dynamic;0;256;0.023508;0.220857;2.208568
1138_bus.mtx;blocked;;4;dynamic;1;32;0.022752;0.228198;2.281976
1138_bus.mtx;blocked;;4;dynamic;1;64;0.020638;0.251573;2.515734
1138_bus.mtx;blocked;;4;dynamic;1;128;0.019832;0.261805;2.618046
1138_bus.mtx;blocked;;4;dynamic;1;256;0.024106;0.215379;2.153789
1138_bus.mtx;blocked;;4;dynamic;4;32;0.016177;0.320948;3.209480
1138_bus.mtx;blocked;;4;dynamic;4;64;0.012299;0.422147;4.221466
1138_bus.mtx;blocked;;4;dynamic;4;128;0.020860;0.248900;2.489002
1138_bus.mtx;blocked;;4;dynamic;4;256;0.021933;0.236725;2.367247
1138_bus.mtx;blocked;;4;dynamic;8;32;0.006400;0.811244;8.112438
1138_bus.mtx;blocked;;4;dynamic;8;64;0.020914;0.248257;2.482574
1138_bus.mtx;blocked;;4;dynamic;8;128;0.023007;0.225667;2.256666
1138_bus.mtx;blocked;;4;dynamic;8;256;0.024939;0.208188;2.081883
1138_bus.mtx;blocked;;4;dynamic;16;32;0.027312;0.190100;1.900998
1138_bus.mtx;blocked;;4;dynamic;16;64;0.026813;0.193639;1.936390
1138_bus.mtx;blocked;;4;dynamic;16;128;0.024103;0.215412;2.154122
1138_bus.mtx;blocked;;4;dynamic;16;256;0.022855;0.227175;2.271747
1138_bus.mtx;blocked;;4;dynamic;32;32;0.036415;0.142580;1.425797
1138_bus.mtx;blocked;;4;dynamic;32;64;0.035582;0.145916;1.459160
1138_bus.mtx;blocked;;4;dynamic;32;128;0.014218;0.365182;3.651819
1138_bus.mtx;blocked;;4;dynamic;32;256;0.024648;0.210643;2.106426
1138_bus.mtx;blocked;;4;guided;0;32;0.020295;0.255822;2.558217
1138_bus.mtx;blocked;;4;guided;0;64;0.019362;0.268151;2.681514
1138_bus.mtx;blocked;;4;guided;0;128;0.018436;0.281616;2.816159
1138_bus.mtx;blocked;;4;guided;0;256;0.013761;0.377292;3.772921
1138_bus.mtx;blocked;;4;guided;1;32;0.021258;0.244233;2.442332
1138_bus.mtx;blocked;;4;guided;1;64;0.027781;0.186888;1.868880
1138_bus.mtx;blocked;;4;guided;1;128;0.013109;0.396055;3.960548
1138_bus.mtx;blocked;;4;guided;1;256;0.026511;0.195843;1.958430
1138_bus.mtx;blocked;;4;guided;4;32;0.018103;0.286803;2.868025
1138_bus.mtx;blocked;;4;guided;4;64;0.018789;0.276339;2.763392
1138_bus.mtx;blocked;;4;guided;4;128;0.025066;0.207136;2.071363
1138_bus.mtx;blocked;;4;guided;4;256;0.021867;0.237430;2.374305
1138_bus.mtx;blocked;;4;guided;8;32;0.017691;0.293476;2.934759
1138_bus.mtx;blocked;;4;guided;8;64;0.026196;0.198196;1.981964
1138_bus.mtx;blocked;;4;guided;8;128;0.035498;0.146261;1.462606
1138_bus.mtx;blocked;;4;guided;8;256;0.027765;0.187001;1.870008
1138_bus.mtx;blocked;;4;guided;16;32;0.020647;0.251460;2.514600
1138_bus.mtx;blocked;;4;guided;16;64;0.037458;0.138609;1.386093
1138_bus.mtx;blocked;;4;guided;16;128;0.025250;0.205624;2.056236
1138_bus.mtx;blocked;;4;guided;16;256;0.025656;0.202369;2.023692
1138_bus.mtx;blocked;;4;guided;32;32;0.026466;0.196174;1.961738
1138_bus.mtx;blocked;;4;guided;32;64;0.024313;0.213547;2.135474
1138_bus.mtx;blocked;;4;guided;32;128;0.014067;0.369099;3.690988
1138_bus.mtx;blocked;;4;guided;32;256;0.031160;0.166623;1.666229
1138_bus.mtx;blocked;;8;static;0;32;0.018891;0.274841;2.748406
1138_bus.mtx;blocked;;8;static;0;64;0.017855;0.290782;2.907817
1138_bus.mtx;blocked;;8;static;0;128;0.031523;0.164703;1.647030
